PctLess9thGrade,PctNotHSGrad,PctBSorMore,population,ViolentCrimesPerPop,size
17.86,34.83,17.0,13367.0,389.55,small
2.81,10.5,42.01,13597.0,188.13,small
8.95,28.49,12.42,12929.0,169.44,small
9.01,24.97,26.91,196637.0,1424.74,large
18.49,37.27,12.14,41333.0,658.05,medium
2.91,11.13,46.4,15849.0,82.38,small
6.81,21.62,14.04,15004.0,281.76,small
2.64,9.38,42.02,22922.0,374.05,small
7.9,19.9,34.68,24850.0,623.55,small
10.74,31.66,12.29,182044.0,1629.43,large
7.34,20.55,16.93,68223.0,904.94,large
8.09,21.56,21.51,11708.0,153.93,small
3.44,22.66,11.22,13887.0,198.28,small
11.46,25.18,13.7,12687.0,223.06,small
5.7,16.7,25.54,22519.0,699.98,small
2.15,6.44,44.02,12403.0,71.35,small
7.88,19.69,37.48,48718.0,366.34,medium
5.45,23.07,9.65,23928.0,292.91,small
2.84,8.27,46.51,11714.0,252.9,small
3.77,13.22,36.09,19438.0,626.09,small
6.37,17.6,26.62,15289.0,408.98,small
1.07,4.3,59.59,26303.0,105.84,medium
5.53,15.96,14.57,11151.0,145.47,small
7.41,19.05,24.89,50686.0,327.36,large
4.04,10.87,36.09,16896.0,99.13,small
4.77,15.09,29.77,68183.0,68.68,large
5.82,11.04,38.35,48404.0,560.45,medium
22.23,34.67,16.2,515342.0,1035.05,superLarge
2.4,12.83,21.9,14544.0,303.91,small
11.51,25.28,18.43,34882.0,534.04,medium
10.5,26.99,16.45,13371.0,674.75,small
23.43,45.64,13.36,14865.0,1278.63,small
11.13,27.8,9.97,15414.0,509.56,small
7.11,17.66,23.77,24458.0,151.91,small
5.78,16.3,30.35,11207.0,70.19,small
7.65,16.78,42.32,17400.0,350.03,small
3.54,7.68,48.53,18519.0,159.72,small
3.47,13.94,22.37,33574.0,860.27,medium
8.83,27.66,15.83,57483.0,321.08,large
31.14,48.61,9.96,18923.0,989.2,small
8.25,24.14,11.26,18334.0,403.14,small
21.4,41.9,6.41,11389.0,592.34,small
7.78,17.69,21.02,15945.0,101.21,small
2.44,8.97,40.45,11768.0,83.56,small
7.27,17.21,32.56,28880.0,125.96,medium
12.54,31.91,12.71,164164.0,3047.66,large
6.0,15.06,37.43,36118.0,2507.51,medium
11.03,31.21,18.99,231636.0,1171.84,superLarge
4.16,12.86,38.05,80071.0,230.0,large
2.61,10.07,21.46,22113.0,140.88,small
4.04,14.44,19.07,10152.0,282.07,small
16.6,34.21,15.51,103439.0,1274.62,large
6.53,18.36,14.35,27910.0,384.08,medium
15.17,29.31,15.79,55076.0,933.19,large
13.78,31.82,24.89,17885.0,1232.52,small
2.59,14.01,22.48,21174.0,445.41,small
3.26,11.44,38.03,18548.0,58.37,small
7.16,21.19,20.14,95333.0,1565.55,large
4.77,13.44,40.56,207951.0,842.7,superLarge
4.7,11.88,19.93,14302.0,53.73,small
20.02,50.33,6.44,87492.0,3530.78,large
1.97,9.51,29.48,14816.0,6.64,small
31.87,55.72,6.01,106209.0,1318.6,large
5.18,14.96,24.8,19530.0,91.21,small
7.84,17.67,34.4,465622.0,599.78,superLarge
5.02,16.79,24.22,56475.0,141.06,large
12.73,31.64,13.94,18004.0,657.14,small
19.0,43.05,13.75,20807.0,2885.57,small
15.22,36.01,10.85,12195.0,750.73,small
8.74,25.82,15.15,17906.0,985.82,small
7.05,18.15,17.47,21884.0,142.09,small
9.22,17.16,30.15,10978.0,98.73,small
14.23,34.17,9.59,20585.0,1441.78,small
4.83,15.77,18.98,11432.0,105.96,small
13.56,32.03,15.65,96397.0,578.8,large
6.95,21.2,22.05,435146.0,2460.11,superLarge
13.57,29.79,22.56,36426.0,607.03,medium
8.31,24.93,21.78,19801.0,205.49,small
16.22,35.34,9.92,94279.0,1174.32,large
11.2,26.45,21.91,188082.0,737.62,large
3.65,11.56,34.86,61492.0,360.34,large
7.74,15.48,35.68,14514.0,105.6,small
3.3,10.22,34.95,104352.0,305.72,large
15.03,37.67,10.36,16433.0,2089.44,small
11.99,25.12,15.97,40709.0,1477.94,medium
10.84,22.84,25.33,782248.0,646.17,superLarge
7.64,20.13,30.81,13954.0,130.44,small
4.46,15.77,24.19,29802.0,190.95,medium
6.43,17.01,28.67,33510.0,383.57,medium
5.72,20.14,18.37,33997.0,816.61,medium
1.58,5.15,58.87,28028.0,105.23,medium
24.88,44.71,10.09,14049.0,583.99,small
49.89,72.05,1.63,27850.0,865.9,medium
12.82,33.22,13.36,16196.0,349.65,small
8.31,23.57,13.31,18604.0,161.19,small
6.25,15.65,34.53,11538.0,92.04,small
4.88,10.21,28.3,14731.0,26.17,small
14.51,34.09,23.43,43467.0,3414.57,medium
6.9,18.3,20.3,14621.0,155.67,small
13.25,29.01,11.94,30897.0,676.45,medium
6.02,19.02,28.35,395934.0,1787.2,superLarge
6.47,18.63,15.13,11451.0,68.8,small
13.74,33.83,14.78,27347.0,728.37,medium
12.71,31.04,18.24,152466.0,1960.67,large
1.37,3.62,59.33,13038.0,286.66,small
3.33,9.32,43.06,24529.0,216.2,small
3.15,12.32,24.08,12224.0,86.34,small
4.57,17.56,14.36,34997.0,137.66,medium
3.24,7.86,38.97,14467.0,20.39,small
7.03,25.58,12.37,16389.0,988.71,small
21.41,40.53,12.48,13145.0,393.73,small
3.91,13.79,19.9,17283.0,564.85,small
11.84,24.56,29.06,15940.0,363.7,small
18.95,34.96,19.66,21625.0,116.1,small
2.37,6.57,56.4,24152.0,80.84,small
18.52,38.51,10.94,13883.0,260.79,small
4.53,11.27,38.46,49366.0,166.4,medium
10.49,28.02,15.81,23079.0,724.52,small
13.24,31.86,22.44,496938.0,2038.98,superLarge
17.48,46.29,5.15,34311.0,2982.31,medium
16.24,30.03,22.41,60738.0,893.29,large
8.96,23.71,16.32,91444.0,514.99,large
12.64,32.58,10.03,23101.0,708.53,small
4.36,13.31,26.03,24825.0,69.94,small
2.53,9.65,43.46,52315.0,160.72,large
2.94,12.45,21.73,54063.0,441.72,large
9.0,25.16,21.42,196278.0,1076.95,large
16.03,38.49,10.7,42523.0,2186.47,medium
8.55,22.35,19.22,18230.0,136.06,small
7.29,15.51,23.84,56177.0,64.14,large
13.58,36.98,14.22,12490.0,851.22,small
12.56,26.53,20.47,17384.0,242.89,small
6.01,20.83,12.38,12235.0,103.18,small
9.23,23.98,31.66,98052.0,2109.96,large
6.78,18.17,20.13,50323.0,402.75,large
5.99,20.63,18.03,16543.0,559.59,small
10.08,23.53,26.92,65585.0,265.95,large
18.6,40.25,12.41,16581.0,1012.03,small
5.66,21.31,24.57,632270.0,1118.78,superLarge
8.5,21.96,21.02,51418.0,572.76,large
36.03,59.06,5.46,12135.0,2584.96,small
13.85,25.81,19.9,18167.0,450.38,small
23.66,38.66,13.01,142216.0,984.34,large
6.56,26.3,9.82,12142.0,259.88,small
14.9,31.17,18.78,21947.0,711.46,small
6.38,14.65,40.8,10448.0,749.31,small
3.37,9.73,35.78,31896.0,514.53,medium
4.2,13.21,26.61,24174.0,273.42,small
21.36,41.31,18.79,18906.0,489.94,small
3.61,11.92,45.02,54052.0,57.79,large
7.09,15.65,54.17,95802.0,985.62,large
12.6,29.22,10.18,13989.0,259.44,small
6.09,17.09,16.15,28158.0,101.26,medium
15.44,35.25,16.67,75491.0,728.32,large
2.54,14.49,19.34,13950.0,254.39,small
3.9,9.9,57.15,21265.0,239.75,small
1.47,5.07,53.18,19749.0,34.98,small
4.83,16.51,23.51,10582.0,55.76,small
14.81,39.35,15.47,736014.0,3081.26,superLarge
3.56,10.69,46.29,22869.0,909.37,small
15.8,28.61,14.12,12388.0,105.5,small
31.0,42.14,19.07,84021.0,739.5,large
3.26,11.08,33.14,33840.0,321.96,medium
1.94,10.49,31.87,12623.0,15.03,small
5.18,17.28,14.88,26506.0,441.95,medium
18.05,31.59,18.53,27334.0,1726.58,medium
2.04,7.07,36.98,52422.0,144.0,large
8.61,22.13,25.36,45061.0,373.88,medium
11.42,31.89,9.68,27341.0,1304.02,medium
3.97,12.72,14.14,24692.0,232.55,small
5.93,18.27,17.94,46951.0,524.76,medium
7.65,26.22,10.85,43426.0,439.29,medium
5.08,20.81,19.62,20075.0,154.31,small
4.25,16.93,13.02,10434.0,171.7,small
9.55,26.13,24.07,14061.0,271.86,small
25.38,48.77,6.16,90454.0,2169.92,large
11.71,30.65,20.71,23087.0,1124.03,small
5.09,21.06,17.33,26763.0,255.32,medium
10.6,27.62,20.05,20592.0,2209.01,small
13.46,33.24,14.5,10005.0,2119.93,small
11.47,22.96,24.32,34438.0,331.04,medium
24.59,45.4,9.82,11194.0,1000.98,small
4.32,12.44,17.41,17176.0,99.93,small
4.97,14.58,27.88,14583.0,247.89,small
5.49,18.63,17.67,73557.0,987.28,large
10.43,24.22,11.19,13030.0,45.13,small
1.23,3.63,66.98,13874.0,354.46,small
17.74,36.57,17.51,30326.0,1884.24,medium
9.35,26.66,9.48,51881.0,309.78,large
3.49,13.72,20.63,23138.0,332.61,small
5.75,23.97,11.33,16113.0,167.79,small
0.93,5.76,45.77,39788.0,208.03,medium
5.16,12.38,44.47,25787.0,264.12,medium
2.46,8.1,36.72,22539.0,106.98,small
4.71,18.67,21.15,11354.0,348.32,small
8.64,22.94,16.22,25594.0,286.4,medium
20.26,35.7,15.58,11952.0,742.94,small
19.97,43.81,9.12,43877.0,353.39,medium
3.79,14.57,20.42,17460.0,803.36,small
5.94,15.25,48.52,13279.0,84.88,small
12.65,31.22,13.23,22205.0,346.72,small
10.89,29.57,17.48,610337.0,1633.81,superLarge
5.67,15.0,27.6,19460.0,786.89,small
14.32,31.14,23.89,12823.0,360.5,small
4.35,10.45,44.3,36676.0,267.59,medium
0.7,4.11,55.06,18219.0,538.17,small
18.32,38.79,15.26,12183.0,499.72,small
7.53,23.06,13.82,15076.0,198.58,small
5.6,16.54,16.87,50618.0,410.47,large
9.68,27.58,12.52,21507.0,1276.17,small
2.44,10.46,30.22,35308.0,58.2,medium
4.48,13.23,33.6,11873.0,143.18,small
4.51,15.28,21.81,30093.0,206.47,medium
16.7,34.55,10.0,58724.0,1644.35,large
13.67,27.97,27.59,12257.0,1282.68,small
2.64,7.71,45.56,47923.0,194.49,medium
6.65,27.14,6.4,13241.0,97.97,small
3.29,11.17,38.01,19505.0,541.74,small
5.57,20.04,15.76,11804.0,838.59,small
22.93,44.42,8.52,26866.0,3364.91,medium
3.58,13.13,26.67,27725.0,700.63,medium
3.0,11.6,23.76,74625.0,320.3,large
44.56,58.41,8.43,32921.0,880.21,medium
13.4,34.63,11.75,16370.0,428.7,small
18.87,34.29,10.7,61284.0,774.19,large
6.88,21.65,13.74,112301.0,581.49,large
18.01,35.02,18.81,15085.0,503.48,small
3.26,11.0,36.01,39983.0,111.56,medium
8.02,23.14,15.25,11656.0,459.24,small
6.74,19.14,16.31,28082.0,233.06,medium
4.68,18.14,23.04,13178.0,378.11,small
10.26,21.93,27.48,35481.0,217.44,medium
7.35,23.48,17.35,24453.0,238.15,small
7.8,20.35,20.85,77671.0,453.49,large
1.99,6.77,49.08,10531.0,27.66,small
5.22,15.03,26.43,10592.0,377.36,small
1.39,4.88,52.85,110330.0,111.68,large
12.33,25.49,22.24,17173.0,215.44,small
28.9,49.75,8.23,41967.0,1214.45,medium
6.0,15.89,20.5,23219.0,174.98,small
3.42,13.34,21.12,100217.0,237.24,large
2.92,9.57,36.34,21816.0,78.56,small
6.67,21.94,19.21,48622.0,529.02,medium
9.47,27.44,17.3,10639.0,1444.58,small
11.62,28.39,17.11,21044.0,926.23,small
2.76,8.31,37.73,17301.0,61.66,small
10.85,26.69,16.56,13790.0,155.09,small
15.2,31.51,15.28,34874.0,433.21,medium
4.85,10.79,53.61,19757.0,88.69,small
2.18,5.7,37.87,19027.0,11.72,small
5.68,18.6,18.92,53797.0,285.38,large
12.26,26.26,26.89,55002.0,827.14,large
13.52,24.6,29.54,10398.0,278.92,small
1.83,4.84,54.39,19378.0,2008.66,small
5.33,12.26,47.87,21652.0,450.45,small
7.5,20.03,21.89,26359.0,236.38,medium
6.58,17.78,24.41,13035.0,368.19,small
18.2,36.91,16.75,16312.0,825.36,small
3.19,8.35,54.74,24720.0,39.02,small
10.72,25.34,22.52,29038.0,624.31,medium
5.59,18.98,18.9,193187.0,461.42,large
8.32,22.23,20.97,31300.0,123.1,medium
8.73,20.88,18.61,14288.0,214.31,small
5.83,12.68,46.63,60110.0,225.99,large
8.47,20.22,16.97,13900.0,134.03,small
8.85,28.73,6.73,50418.0,395.44,large
3.51,10.0,40.39,26687.0,284.14,medium
10.27,29.99,15.84,12967.0,508.57,small
10.78,27.44,14.56,12038.0,118.6,small
8.37,18.38,12.0,11739.0,258.16,small
13.96,29.44,14.25,10795.0,25.51,small
20.61,42.28,8.87,15238.0,478.65,small
9.97,23.7,18.39,51266.0,904.83,large
12.72,29.43,23.32,15820.0,532.85,small
5.36,11.77,36.54,11997.0,24.59,small
22.88,39.22,12.49,29563.0,589.14,medium
11.37,22.48,36.26,131591.0,1280.74,large
12.07,32.17,8.59,28334.0,506.39,medium
10.44,26.91,23.13,17366.0,853.28,small
10.58,24.42,14.7,14369.0,123.17,small
12.87,33.44,9.01,10687.0,456.87,small
16.01,33.47,15.48,10033.0,397.28,small
8.87,27.12,18.94,16491.0,1964.1,small
17.48,37.55,9.81,43264.0,1587.93,medium
9.93,15.55,34.66,16270.0,45.89,small
7.49,24.95,14.8,15346.0,391.64,small
5.12,15.78,25.72,43929.0,345.37,medium
4.97,15.21,20.99,288091.0,719.23,superLarge
3.83,9.35,39.65,14133.0,312.39,small
10.37,29.89,7.25,18100.0,389.09,small
7.33,18.13,23.85,280039.0,377.37,superLarge
4.25,13.74,28.47,10325.0,257.86,small
17.8,38.36,18.49,18601.0,962.82,small
3.77,10.51,46.79,22987.0,124.69,small
6.84,20.31,19.07,133793.0,455.92,large
8.24,21.01,15.64,14789.0,93.44,small
14.08,31.37,18.4,49188.0,3834.1,medium
14.37,35.59,8.71,10753.0,36.91,small
2.81,9.61,26.85,226338.0,872.98,superLarge
7.43,19.29,26.19,155037.0,401.73,large
7.06,16.55,30.79,25001.0,1331.08,medium
4.76,10.34,42.97,12563.0,31.51,small
11.28,31.06,15.97,37708.0,1153.03,medium
10.04,19.66,16.54,23916.0,127.57,small
12.13,24.79,27.26,94440.0,869.6,large
8.41,23.23,9.77,15698.0,173.57,small
5.74,20.22,13.87,25265.0,203.33,medium
13.4,32.59,12.35,22631.0,1391.58,small
6.71,16.78,31.32,12053.0,384.21,small
0.61,2.78,53.52,32893.0,27.49,medium
12.12,29.65,16.72,34378.0,956.68,medium
15.95,41.66,9.55,37986.0,3583.48,medium
5.44,14.0,25.55,50689.0,345.39,large
10.39,22.86,14.05,22282.0,711.12,small
3.44,12.09,30.06,11712.0,231.16,small
12.74,27.54,18.99,11999.0,147.49,small
9.09,24.67,15.75,17737.0,506.21,small
12.67,28.52,20.77,10497.0,535.75,small
5.71,17.56,20.39,25746.0,211.4,medium
20.1,36.64,8.55,13404.0,521.09,small
21.16,41.07,9.06,54249.0,1469.9,large
3.18,14.15,26.46,12767.0,68.39,small
6.87,16.35,20.05,15696.0,188.13,small
3.2,11.78,27.28,56741.0,314.07,large
18.36,39.42,6.47,11026.0,235.07,small
16.38,30.13,21.2,17655.0,96.73,small
11.41,32.67,9.19,36094.0,920.55,medium
10.5,23.03,27.24,44922.0,791.96,medium
8.78,24.91,12.28,11451.0,1064.63,small
2.63,10.15,35.7,33685.0,278.64,medium
6.61,20.48,16.29,33233.0,67.2,medium
3.54,12.4,27.1,12841.0,824.95,small
13.96,26.24,21.59,16761.0,155.37,small
2.13,8.47,36.77,24127.0,166.15,small
5.87,14.66,35.8,47025.0,125.54,medium
4.69,15.84,15.43,77211.0,951.34,large
23.98,49.73,8.74,10026.0,1334.6,small
13.46,29.53,19.05,14312.0,48.01,small
3.77,14.05,30.43,27702.0,98.95,medium
10.14,25.57,25.74,37049.0,441.08,medium
5.5,14.97,22.1,18697.0,204.68,small
3.75,12.21,35.98,12179.0,56.51,small
20.22,41.29,7.73,29696.0,474.31,medium
15.86,30.99,19.09,354202.0,1418.55,superLarge
40.23,54.51,12.21,98962.0,953.67,large
13.14,36.28,12.31,14062.0,1215.48,small
7.99,17.28,29.83,114144.0,530.44,large
9.38,26.71,10.69,12101.0,537.26,small
6.07,17.51,26.35,22247.0,84.35,small
11.62,30.56,15.27,105090.0,681.43,large
6.17,18.86,20.15,18177.0,96.47,small
3.41,10.09,43.21,10830.0,85.9,small
16.42,34.52,15.32,16362.0,628.09,small
10.93,28.67,14.11,18059.0,84.57,small
4.83,12.47,35.13,29105.0,495.28,medium
11.68,35.24,8.81,116646.0,2154.96,large
10.33,30.67,9.22,84236.0,1395.22,large
2.21,11.64,25.33,13864.0,292.52,small
3.98,12.34,29.85,14748.0,106.96,small
7.67,19.31,19.17,17894.0,266.29,small
18.35,43.15,11.26,36830.0,2581.96,medium
7.54,20.34,16.28,29040.0,1088.12,medium
9.07,20.82,20.91,47039.0,155.42,medium
1.93,8.47,35.22,19564.0,149.6,small
16.36,35.35,15.25,18387.0,695.28,small
11.62,36.72,8.15,24800.0,297.37,small
28.32,51.75,4.08,14207.0,306.54,small
20.21,35.79,20.38,25276.0,832.32,medium
11.04,27.26,11.04,15714.0,212.73,small
7.62,23.05,13.76,22141.0,78.94,small
10.97,27.16,12.52,18403.0,346.99,small
2.78,10.16,44.18,11865.0,84.02,small
6.87,19.9,21.92,11312.0,171.06,small
9.53,27.71,11.15,12863.0,108.07,small
3.32,10.08,36.75,141865.0,556.4,large
12.27,29.52,14.83,14475.0,1240.39,small
6.97,16.26,42.9,11530.0,212.83,small
6.91,23.47,11.79,14558.0,130.01,small
5.7,15.33,34.13,30981.0,447.45,medium
6.52,17.03,20.94,17728.0,54.99,small
7.11,20.26,15.72,13176.0,487.73,small
4.45,12.66,37.63,49848.0,76.92,medium
10.82,28.15,20.13,28658.0,1227.61,medium
9.5,22.83,13.96,12060.0,771.88,small
4.41,12.49,30.49,11427.0,43.71,small
2.92,9.93,34.21,28132.0,454.84,medium
9.55,19.28,21.43,51003.0,74.09,large
6.01,21.32,11.71,21822.0,163.75,small
17.47,39.42,12.49,14939.0,906.29,small
21.83,45.84,7.98,18871.0,1093.88,small
8.75,25.73,16.07,46325.0,832.58,medium
16.4,31.37,17.22,15004.0,112.94,small
5.71,19.48,23.51,17350.0,657.11,small
12.56,25.64,21.07,10982.0,236.22,small
2.56,12.78,23.47,18893.0,270.39,small
12.85,32.81,17.23,269063.0,999.13,superLarge
2.08,5.58,53.74,27557.0,144.44,medium
19.56,39.11,13.46,12765.0,594.35,small
9.19,30.73,8.39,45549.0,2344.68,medium
9.29,23.46,29.44,80414.0,1283.7,large
2.02,6.95,60.51,24410.0,121.07,small
6.66,16.81,29.61,64358.0,673.11,large
10.99,30.67,10.33,13496.0,165.96,small
12.91,28.16,15.31,53549.0,275.38,large
1.66,8.25,27.88,24638.0,259.69,small
15.09,32.23,14.06,15115.0,253.89,small
7.17,23.68,18.11,20079.0,33.01,small
9.86,24.3,20.43,13559.0,126.61,small
8.72,21.54,35.4,136611.0,1169.38,large
2.29,5.34,62.17,15989.0,43.13,small
5.78,22.53,17.99,10074.0,170.42,small
16.53,37.76,13.67,12291.0,358.01,small
6.06,16.58,28.06,23928.0,479.52,small
4.64,19.86,14.95,46079.0,673.62,medium
14.88,28.01,14.24,19082.0,1392.77,small
14.15,22.7,22.63,24927.0,204.97,small
4.44,11.13,43.58,20608.0,67.86,small
3.04,9.91,37.19,35309.0,182.6,medium
5.27,12.1,18.08,16376.0,155.08,small
4.61,14.46,38.97,24631.0,93.7,small
7.21,18.81,35.13,108056.0,500.94,large
5.43,16.17,20.29,11452.0,134.91,small
5.99,17.5,19.77,42155.0,380.43,medium
2.15,8.86,55.62,11628.0,68.71,small
5.62,15.58,19.29,14396.0,366.66,small
7.84,20.48,29.54,78331.0,412.91,large
10.23,30.39,22.17,364040.0,1562.48,superLarge
4.65,17.09,21.74,21249.0,159.32,small
8.74,26.45,14.17,24426.0,911.96,small
14.51,30.99,14.56,27256.0,1660.33,medium
7.74,22.67,16.3,12358.0,137.42,small
6.86,23.7,13.37,258295.0,1014.86,superLarge
8.66,19.52,28.86,10579.0,375.6,small
18.56,42.24,5.43,13364.0,764.68,small
7.1,21.14,22.81,12805.0,146.46,small
1.81,7.1,42.82,12996.0,141.03,small
15.65,36.08,15.32,106612.0,820.1,large
5.23,16.4,27.78,10428.0,55.83,small
17.16,33.68,13.67,22906.0,2193.23,small
34.76,48.56,12.46,14729.0,339.49,small
14.2,30.39,12.98,30085.0,1231.81,medium
1.1,6.32,31.19,11668.0,44.86,small
7.22,18.66,28.25,44129.0,845.51,medium
10.14,34.58,9.23,20820.0,243.98,small
8.68,21.61,32.43,16189.0,794.37,small
10.68,30.4,13.88,21923.0,415.27,small
11.4,28.08,13.26,19859.0,140.25,small
25.54,44.6,11.27,10970.0,541.85,small
7.1,20.26,15.33,10940.0,131.59,small
2.53,9.77,37.68,32383.0,369.33,medium
9.78,26.95,20.74,55530.0,1202.99,large
11.4,24.43,25.96,186206.0,643.52,large
20.35,38.66,12.63,54780.0,902.54,large
7.74,25.62,12.94,92788.0,1315.31,large
6.98,21.2,20.59,76371.0,205.97,large
5.5,18.44,18.91,34012.0,513.6,medium
3.08,8.28,31.81,47585.0,383.35,medium
5.6,17.66,20.9,30250.0,74.0,medium
7.62,21.9,22.59,164693.0,2304.49,large
3.63,10.78,37.02,53240.0,908.08,large
3.11,8.55,43.63,28808.0,32.29,medium
19.62,39.17,14.2,12035.0,716.27,small
13.64,24.95,26.37,20393.0,124.14,small
11.66,28.99,13.82,13142.0,400.42,small
4.38,11.33,50.88,10573.0,18.87,small
6.32,22.95,13.81,65674.0,622.5,large
8.56,25.24,17.32,65566.0,1033.4,large
0.63,3.55,71.2,10602.0,137.47,small
11.14,26.04,27.04,41882.0,734.56,medium
2.1,5.98,51.96,15467.0,44.06,small
11.96,25.61,27.18,372242.0,2601.6,superLarge
6.64,18.7,30.35,30548.0,79.76,medium
3.18,12.58,26.8,39162.0,401.67,medium
5.83,16.49,24.45,33181.0,224.8,medium
8.67,20.52,25.09,24250.0,386.92,small
4.36,11.91,38.37,15600.0,37.13,small
3.65,12.43,36.62,14167.0,69.41,small
8.81,26.4,16.46,61921.0,2082.86,large
5.02,16.6,25.56,16685.0,203.29,small
13.03,29.94,13.68,29941.0,178.31,medium
44.5,58.05,7.6,12694.0,1266.08,small
15.21,32.62,12.31,68637.0,426.71,large
4.16,13.87,28.24,19976.0,106.42,small
11.39,28.58,9.87,40822.0,690.29,medium
6.57,19.41,20.2,96086.0,639.59,large
1.51,7.0,37.16,50553.0,144.9,large
8.78,26.39,11.71,14731.0,13.1,small
12.14,33.44,9.9,61368.0,1432.56,large
3.07,12.19,26.0,10275.0,358.0,small
4.44,14.51,27.47,23221.0,395.27,small
18.01,40.25,15.17,10712.0,985.78,small
4.96,10.33,54.84,28040.0,598.56,medium
4.85,13.08,32.75,45857.0,493.46,medium
12.08,27.01,17.73,11066.0,1045.45,small
8.39,24.0,21.74,15614.0,412.04,small
46.88,59.32,7.27,10815.0,307.42,small
2.21,8.37,43.78,13650.0,96.85,small
2.12,6.46,47.89,27357.0,268.94,medium
3.29,7.57,55.89,12304.0,147.83,small
13.37,33.1,10.88,21505.0,803.58,small
8.09,22.23,19.65,174820.0,974.37,large
2.62,11.55,30.52,10353.0,603.84,small
8.95,22.28,29.51,101082.0,1183.14,large
21.97,48.79,8.55,275221.0,3928.03,superLarge
9.96,30.7,14.65,73552.0,2941.62,large
7.78,24.93,16.21,63909.0,577.28,large
17.42,37.76,13.54,38386.0,1332.66,medium
12.87,28.77,14.67,63850.0,566.03,large
3.96,11.44,34.88,112669.0,390.93,large
16.42,37.24,21.63,160728.0,916.52,large
10.03,26.96,17.49,61741.0,1020.91,large
5.65,14.54,37.58,12804.0,183.56,small
14.14,30.69,15.29,11385.0,8.82,small
4.23,14.11,33.63,28835.0,395.81,medium
3.38,12.49,26.62,42655.0,319.39,medium
5.67,15.49,19.5,20935.0,132.89,small
3.34,6.65,71.16,38719.0,672.46,medium
10.44,30.4,11.33,13817.0,538.88,small
3.88,11.61,28.41,11587.0,212.78,small
3.53,13.58,21.01,37960.0,536.69,medium
14.05,28.82,18.19,18549.0,337.96,small
7.81,21.26,19.27,38372.0,885.56,medium
1.6,8.4,30.51,36659.0,137.16,medium
4.32,11.49,41.89,44630.0,188.02,medium
1.9,5.27,65.16,55900.0,241.21,large
1.95,6.87,42.62,15157.0,51.57,small
9.02,22.22,21.25,49389.0,199.45,medium
4.25,15.69,15.34,27652.0,207.47,medium
5.9,17.59,20.23,15324.0,420.62,small
8.13,22.42,14.09,12003.0,55.23,small
39.05,63.37,3.54,20850.0,1531.26,small
8.74,23.7,27.65,13502.0,62.17,small
44.2,68.7,2.82,22817.0,1593.54,small
2.94,8.15,55.47,16327.0,601.38,small
7.82,20.69,25.55,34185.0,216.31,medium
4.8,14.31,30.13,16032.0,61.69,small
5.46,18.94,17.8,40452.0,650.56,medium
9.96,23.65,15.17,19661.0,525.08,small
17.12,31.91,16.47,10177.0,182.15,small
5.68,11.35,41.55,10422.0,84.96,small
9.2,25.57,14.17,31083.0,125.06,medium
1.15,4.27,48.33,31306.0,25.7,medium
20.25,43.86,11.17,16410.0,730.58,small
2.35,7.79,40.27,21082.0,114.49,small
7.83,22.71,13.11,11224.0,61.33,small
2.89,9.91,51.24,14936.0,33.38,small
12.36,29.89,14.99,18262.0,178.33,small
11.08,24.82,30.88,76210.0,249.58,large
6.88,16.88,23.93,35418.0,43.35,medium
18.23,35.46,18.21,48414.0,294.3,medium
11.26,28.48,16.61,179278.0,611.05,large
7.94,23.5,13.67,27591.0,438.23,medium
14.33,33.08,15.97,50380.0,150.88,large
15.34,33.74,10.12,16825.0,669.02,small
6.52,20.96,20.38,15023.0,1987.15,small
25.26,44.8,11.96,16317.0,966.56,small
5.61,13.97,31.53,12286.0,134.26,small
8.52,26.03,21.11,76060.0,166.71,large
12.58,31.7,15.95,23682.0,938.43,small
4.82,10.4,49.12,40091.0,974.36,medium
13.43,34.97,9.93,35445.0,618.78,medium
7.43,18.96,25.68,29841.0,204.28,medium
5.11,14.16,14.42,63535.0,643.24,large
6.27,14.84,44.17,25879.0,360.85,medium
22.98,40.15,17.39,12054.0,669.95,small
6.97,15.22,32.38,52434.0,177.06,large
2.01,7.43,34.87,22814.0,190.01,small
14.87,29.14,21.79,37120.0,822.57,medium
3.79,11.01,34.88,41958.0,589.98,medium
1.76,7.02,34.29,43762.0,188.22,medium
13.58,23.13,19.83,18859.0,151.58,small
6.09,19.02,12.46,16513.0,145.76,small
7.78,22.56,18.91,70311.0,833.29,large
8.78,27.31,16.82,261229.0,1135.5,superLarge
10.65,30.7,16.15,265968.0,2466.68,superLarge
15.74,35.93,15.95,11591.0,750.53,small
6.79,14.97,22.12,30923.0,184.77,medium
17.99,38.91,12.28,141686.0,1908.96,large
5.78,13.91,26.83,11284.0,54.75,small
8.27,24.64,21.32,16848.0,364.21,small
2.98,8.97,39.12,12809.0,122.28,small
5.84,14.19,21.79,11340.0,15.86,small
3.14,9.74,41.75,30108.0,147.79,medium
14.15,32.9,12.51,28564.0,1680.3,medium
7.25,18.25,20.88,16425.0,83.81,small
9.71,30.88,9.43,33822.0,663.76,medium
9.18,26.84,12.18,80352.0,536.08,large
2.23,6.0,65.87,16021.0,103.24,small
10.13,20.9,33.12,85571.0,779.72,large
20.69,42.55,12.42,53056.0,385.23,large
9.27,29.84,6.83,16812.0,82.26,small
6.97,14.67,28.42,25494.0,236.6,medium
7.97,24.1,17.99,12322.0,716.61,small
